mock_id,about.location,about.primary_currency,about.status,about.timezone
20,"{u'administrative_area': None, u'city': u'Dhaka', u'country': {u'highres_flag_url': u'/img/flags/highres_png/bangladesh.png', u'code': u'bd', u'name': u'Bangladesh', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/bd.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/bangladesh.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/bd.png', u'flag_class': u'bangladesh', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'BD', u'offset': 6, u'id': 169, u'timezone': u'Asia/Dhaka'}"
21,"{u'administrative_area': None, u'city': u'Dronninglund', u'country': {u'highres_flag_url': u'/img/flags/highres_png/australia.png', u'code': u'au', u'name': u'Australia', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/au.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/australia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/au.png', u'flag_class': u'australia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'DK', u'offset': 2, u'id': 251, u'timezone': u'Europe/Copenhagen'}"
22,"{u'administrative_area': None, u'city': u'Cairo', u'country': {u'highres_flag_url': u'/img/flags/highres_png/egypt.png', u'code': u'eg', u'name': u'Egypt', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/eg.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/egypt.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/eg.png', u'flag_class': u'egypt', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'EG', u'offset': 2, u'id': 14, u'timezone': u'Africa/Cairo'}"
23,"{u'administrative_area': None, u'city': u'Falmouth', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'US', u'offset': -4, u'id': 120, u'timezone': u'America/New_York'}"
24,"{u'administrative_area': None, u'city': u'Casablanca', u'country': {u'highres_flag_url': u'/img/flags/highres_png/morocco.png', u'code': u'ma', u'name': u'Morocco', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/ma.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/morocco.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ma.png', u'flag_class': u'morocco', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'MA', u'offset': 1, u'id': 15, u'timezone': u'Africa/Casablanca'}"
25,"{u'administrative_area': None, u'city': u'West Peoria', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'US', u'offset': -5, u'id': 81, u'timezone': u'America/Chicago'}"
26,"{u'administrative_area': None, u'city': u'Copenhagen', u'country': {u'highres_flag_url': u'/img/flags/highres_png/denmark.png', u'code': u'dk', u'name': u'Denmark', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/dk.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/denmark.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/dk.png', u'flag_class': u'denmark', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'FI', u'offset': 3, u'id': 255, u'timezone': u'Europe/Helsinki'}"
27,"{u'administrative_area': None, u'city': u'Gainesville', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'US', u'offset': -5, u'id': 81, u'timezone': u'America/Chicago'}"
28,"{u'administrative_area': None, u'city': u'Cairo', u'country': {u'highres_flag_url': u'/img/flags/highres_png/egypt.png', u'code': u'eg', u'name': u'Egypt', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/eg.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/egypt.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/eg.png', u'flag_class': u'egypt', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'EG', u'offset': 2, u'id': 14, u'timezone': u'Africa/Cairo'}"
29,"{u'administrative_area': None, u'city': u'London', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
30,"{u'administrative_area': None, u'city': u'Kakinada', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
31,"{u'administrative_area': None, u'city': u'Pune', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
32,"{u'administrative_area': None, u'city': u'Melbourne', u'country': {u'highres_flag_url': u'/img/flags/highres_png/australia.png', u'code': u'au', u'name': u'Australia', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/au.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/australia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/au.png', u'flag_class': u'australia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'AU', u'offset': 10, u'id': 420, u'timezone': u'Australia/Melbourne'}"
33,"{u'administrative_area': None, u'city': u'Tunbridge Wells', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-kingdom.png', u'code': u'gb', u'name': u'United Kingdom', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/gb.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/united-kingdom.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gb.png', u'flag_class': u'united-kingdom', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
34,"{u'administrative_area': None, u'city': u'', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 164, u'timezone': u'Asia/Calcutta'}"
35,"{u'administrative_area': None, u'city': u'Kalyani', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 164, u'timezone': u'Asia/Calcutta'}"
36,"{u'administrative_area': None, u'city': u'Suceava', u'country': {u'highres_flag_url': u'/img/flags/highres_png/romania.png', u'code': u'ro', u'name': u'Romania', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/ro.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/romania.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ro.png', u'flag_class': u'romania', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'EUR', u'name': u'Euro', u'country': u'EU', u'sign': u'\u20ac', u'exchange_rate': 1.175447, u'id': 8}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'RO', u'offset': 3, u'id': 248, u'timezone': u'Europe/Bucharest'}"
37,"{u'administrative_area': None, u'city': u'', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
38,"{u'administrative_area': None, u'city': u'Coimbatore', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
39,"{u'administrative_area': None, u'city': u'Kolkata', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 164, u'timezone': u'Asia/Calcutta'}"
40,"{u'administrative_area': None, u'city': u'Phoenix', u'country': {u'highres_flag_url': u'/img/flags/highres_png/mauritius.png', u'code': u'mu', u'name': u'Mauritius', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/mu.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/mauritius.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/mu.png', u'flag_class': u'mauritius', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'OM', u'offset': 4, u'id': 193, u'timezone': u'Asia/Muscat'}"
41,"{u'administrative_area': None, u'city': u'West Yorkshire', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-kingdom.png', u'code': u'gb', u'name': u'United Kingdom', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/gb.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/united-kingdom.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gb.png', u'flag_class': u'united-kingdom', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
42,"{u'administrative_area': None, u'city': u'Nuremberg', u'country': {u'highres_flag_url': u'/img/flags/highres_png/greece.png', u'code': u'gr', u'name': u'Greece', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/gr.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/greece.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gr.png', u'flag_class': u'greece', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'EUR', u'name': u'Euro', u'country': u'EU', u'sign': u'\u20ac', u'exchange_rate': 1.175447, u'id': 8}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'GR', u'offset': 3, u'id': 243, u'timezone': u'Europe/Athens'}"
43,"{u'administrative_area': None, u'city': u'Tel Aviv', u'country': {u'highres_flag_url': u'/img/flags/highres_png/israel.png', u'code': u'il', u'name': u'Israel', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/il.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/israel.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/il.png', u'flag_class': u'israel', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IL', u'offset': 3, u'id': 180, u'timezone': u'Asia/Jerusalem'}"
44,"{u'administrative_area': None, u'city': u'Delhi', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
45,"{u'administrative_area': None, u'city': u'Lahore', u'country': {u'highres_flag_url': u'/img/flags/highres_png/pakistan.png', u'code': u'pk', u'name': u'Pakistan', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/pk.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/pakistan.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/pk.png', u'flag_class': u'pakistan', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'PK', u'offset': 5, u'id': 183, u'timezone': u'Asia/Karachi'}"
46,"{u'administrative_area': None, u'city': u'Townsville', u'country': {u'highres_flag_url': u'/img/flags/highres_png/australia.png', u'code': u'au', u'name': u'Australia', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/au.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/australia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/au.png', u'flag_class': u'australia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'AU', u'offset': 10, u'id': 412, u'timezone': u'Australia/Brisbane'}"
47,"{u'administrative_area': None, u'city': u'Kharkiv', u'country': {u'highres_flag_url': u'/img/flags/highres_png/ukraine.png', u'code': u'ua', u'name': u'Ukraine', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/ua.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/ukraine.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ua.png', u'flag_class': u'ukraine', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UA', u'offset': 3, u'id': 293, u'timezone': u'Europe/Zaporozhye'}"
48,"{u'administrative_area': None, u'city': u'Timisoara', u'country': {u'highres_flag_url': u'/img/flags/highres_png/romania.png', u'code': u'ro', u'name': u'Romania', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/ro.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/romania.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ro.png', u'flag_class': u'romania', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'RO', u'offset': 3, u'id': 248, u'timezone': u'Europe/Bucharest'}"
